"MovieID"	"Action"	"Adventure"	"Animation"	"Children.s"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film.Noir"	"Horror"	"Musical"	"Mystery"	"Romance"	"Sci.Fi"	"Thriller"	"War"	"Western"	"Title"	"Year"
94	0	0	0	0	0	0	0	19.385	0	0	0	0	0	0	0	0	0	0	"Beautiful Girls (1996)"	1996
95	18.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.573	0	0	"Broken Arrow (1996)"	1996
96	0	0	0	0	10.062	0	0	0	0	0	0	0	0	0	0	0	0	0	"In the Bleak Midwinter (1995)"	1995
97	0	0	0	0	0	0	0	14.19	0	0	0	0	0	0	0	0	0	0	"Hate (Haine, La) (1995)"	1995
98	3.584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.584	0	0	"Shopping (1994)"	1994
99	0	0	0	0	0	0	13.536	0	0	0	0	0	0	0	0	0	0	0	"Heidi Fleiss: Hollywood Madam (1995)"	1995
100	0	0	0	0	0	0	0	14.857	0	0	0	0	0	0	0	14.857	0	0	"City Hall (1996)"	1996
101	0	0	0	0	21.413	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bottle Rocket (1996)"	1996
102	0	0	0	0	7.439	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mr. Wrong (1996)"	1996
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.232	0	0	"Unforgettable (1996)"	1996
104	0	0	0	0	23.007	0	0	0	0	0	0	0	0	0	0	0	0	0	"Happy Gilmore (1996)"	1996
105	0	0	0	0	0	0	0	19.262	0	0	0	0	0	19.262	0	0	0	0	"Bridges of Madison County, The (1995)"	1995
106	0	0	0	0	8.904	0	0	8.904	0	0	0	0	0	0	0	0	0	0	"Nobody Loves Me (Keiner liebt mich) (1994)"	1994
107	0	17.456	0	17.456	17.456	0	0	0	0	0	0	17.456	0	0	0	0	0	0	"Muppet Treasure Island (1996)"	1996
108	0	0	0	0	0	0	5.56	0	0	0	0	0	0	0	0	0	0	0	"Catwalk (1995)"	1995
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Headless Body in Topless Bar (1995)"	1995
110	33.037	0	0	0	0	0	0	33.037	0	0	0	0	0	0	0	0	33.037	0	"Braveheart (1995)"	1995
111	0	0	0	0	0	0	0	29.803	0	0	0	0	0	0	0	29.803	0	0	"Taxi Driver (1976)"	1976
112	21.856	21.856	0	0	0	21.856	0	0	0	0	0	0	0	0	0	0	0	0	"Rumble in the Bronx (1995)"	1995
113	0	0	0	0	0	0	0	11.835	0	0	0	0	11.835	0	0	0	0	0	"Before and After (1996)"	1996
114	0	0	0	0	0	0	0	7.412	0	0	0	0	0	0	0	0	0	0	"Margaret's Museum (1995)"	1995
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Happiness Is in the Field (1995)"	1995
116	0	0	0	0	0	0	15.22	0	0	0	0	0	0	0	0	0	0	0	"Anne Frank Remembered (1995)"	1995
117	0	0	0	0	0	15.873	0	0	0	0	0	0	0	0	0	0	0	0	"Young Poisoner's Handbook, The (1995)"	1995
118	0	0	0	0	12.972	0	0	0	0	0	0	0	0	12.972	0	0	0	0	"If Lucy Fell (1996)"	1996
119	0	0	0	0	6.315	0	0	0	0	0	0	0	0	0	0	0	0	0	"Steal Big, Steal Little (1995)"	1995
120	0	0	0	0	0	0	0	2.931	0	0	0	0	0	0	0	0	0	0	"Race the Sun (1996)"	1996
121	0	0	0	0	0	0	0	14.639	0	0	0	0	0	0	0	0	0	0	"Boys of St. Vincent, The (1993)"	1993
122	0	0	0	0	14.582	0	0	0	0	0	0	0	0	14.582	0	0	0	0	"Boomerang (1992)"	1992
123	0	0	0	0	0	0	0	18.363	0	0	0	0	18.363	18.363	0	0	0	0	"Chungking Express (1994)"	1994
124	0	0	0	0	0	0	0	8.482	0	0	0	0	0	0	0	0	0	0	"Star Maker, The (Uomo delle stelle, L') (1995)"	1995
125	0	0	0	0	22.086	0	0	0	0	0	0	0	0	0	0	0	0	0	"Flirting With Disaster (1996)"	1996
126	0	9.144	0	9.144	0	0	0	0	9.144	0	0	0	0	0	0	0	0	0	"NeverEnding Story III, The (1994)"	1994
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Silence of the Palace, The (Saimt el Qusur) (1994)"	1994
128	0	0	0	0	0	0	10.768	0	0	0	0	0	0	0	0	0	0	0	"Jupiter's Wife (1994)"	1994
129	0	0	0	0	8.485	0	0	0	0	0	0	0	0	8.485	0	0	0	0	"Pie in the Sky (1995)"	1995
130	0	0	0	0	0	0	0	2.772	0	0	0	0	0	0	0	0	0	0	"Angela (1995)"	1995
131	0	0	0	0	0	0	0	8.491	0	0	0	0	0	8.491	0	0	0	0	"Frankie Starlight (1995)"	1995
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.255	0	0	"Jade (1995)"	1995
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Nueba Yol (1995)"	1995
134	0	0	0	0	0	0	2.772	0	0	0	0	0	0	0	0	0	0	0	"Sonic Outlaws (1995)"	1995
135	0	0	0	0	13.751	0	0	0	0	0	0	0	0	0	0	0	0	0	"Down Periscope (1996)"	1996
136	0	0	0	0	0	0	6.757	0	0	0	0	0	0	0	0	0	0	0	"From the Journals of Jean Seberg (1995)"	1995
137	0	0	0	0	0	0	7.695	0	0	0	0	0	0	0	0	0	0	0	"Man of the Year (1995)"	1995
138	0	0	0	0	0	0	0	1.732	0	0	0	0	0	0	0	0	0	0	"Neon Bible, The (1995)"	1995
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Target (1995)"	1995
140	0	0	0	0	0	0	0	15.616	0	0	0	0	0	15.616	0	0	0	0	"Up Close and Personal (1996)"	1996
141	0	0	0	0	23.164	0	0	0	0	0	0	0	0	0	0	0	0	0	"Birdcage, The (1996)"	1996
142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Shadows (Cienie) (1988)"	1988
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Gospa (1995)"	1995
144	0	0	0	0	20.599	0	0	0	0	0	0	0	0	0	0	0	0	0	"Brothers McMullen, The (1995)"	1995
145	19.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bad Boys (1995)"	1995
146	0	8.349	0	8.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Amazing Panda Adventure, The (1995)"	1995
147	0	0	0	0	0	0	0	18.406	0	0	0	0	0	0	0	0	0	0	"Basketball Diaries, The (1995)"	1995
148	0	0	0	0	0	0	0	8.725	0	0	0	0	0	0	0	0	0	0	"Awfully Big Adventure, An (1995)"	1995
149	0	0	0	0	0	14.58	0	14.58	0	0	0	0	0	0	0	14.58	0	0	"Amateur (1994)"	1994
150	0	0	0	0	0	0	0	29.056	0	0	0	0	0	0	0	0	0	0	"Apollo 13 (1995)"	1995
151	0	0	0	0	0	0	0	22.665	0	0	0	0	0	22.665	0	0	22.665	0	"Rob Roy (1995)"	1995
152	0	0	0	0	0	0	0	0	0	0	12.702	0	0	0	0	0	0	0	"Addiction, The (1995)"	1995
153	17.583	17.583	0	0	17.583	17.583	0	0	0	0	0	0	0	0	0	0	0	0	"Batman Forever (1995)"	1995
154	0	0	0	0	0	0	0	19.092	0	0	0	0	0	0	0	0	0	0	"Belle de jour (1967)"	1967
155	0	0	0	0	0	0	0	15.247	0	0	0	0	0	0	0	0	15.247	0	"Beyond Rangoon (1995)"	1995
156	0	0	0	0	14.921	0	0	0	0	0	0	0	0	0	0	0	0	0	"Blue in the Face (1995)"	1995
157	0	0	0	0	14.296	0	0	0	0	0	0	0	0	0	0	0	14.296	0	"Canadian Bacon (1994)"	1994
158	0	16.565	0	16.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Casper (1995)"	1995
159	0	0	0	0	0	0	0	15.612	0	0	0	0	0	0	0	0	0	0	"Clockers (1995)"	1995
160	14.189	14.189	0	0	0	0	0	0	0	0	0	0	14.189	0	14.189	0	0	0	"Congo (1995)"	1995
161	0	0	0	0	0	0	0	24.701	0	0	0	0	0	0	0	24.701	24.701	0	"Crimson Tide (1995)"	1995
162	0	0	0	0	0	0	25.174	0	0	0	0	0	0	0	0	0	0	0	"Crumb (1994)"	1994
163	21.751	0	0	0	0	0	0	0	0	0	0	0	0	21.751	0	21.751	0	0	"Desperado (1995)"	1995
164	0	0	0	0	0	21.181	0	0	0	21.181	0	0	21.181	0	0	21.181	0	0	"Devil in a Blue Dress (1995)"	1995
165	23.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.912	0	0	"Die Hard: With a Vengeance (1995)"	1995
166	0	0	0	0	10.109	0	0	10.109	0	0	0	0	0	0	0	0	0	0	"Doom Generation, The (1995)"	1995
167	0	0	0	0	0	0	0	5.792	0	0	0	0	0	0	0	0	0	0	"Feast of July (1995)"	1995
168	17.381	17.381	0	0	0	0	0	17.381	0	0	0	0	0	17.381	0	0	0	0	"First Knight (1995)"	1995
169	0	9.539	0	9.539	0	0	0	9.539	0	0	0	0	0	0	0	0	0	0	"Free Willy 2: The Adventure Home (1995)"	1995
170	18.156	0	0	0	0	18.156	0	0	0	0	0	0	0	0	0	18.156	0	0	"Hackers (1995)"	1995
171	0	0	0	0	16.183	0	0	0	0	0	0	0	0	0	0	0	0	0	"Jeffrey (1995)"	1995
172	15.783	0	0	0	0	0	0	0	0	0	0	0	0	0	15.783	15.783	0	0	"Johnny Mnemonic (1995)"	1995
173	14.628	14.628	0	0	0	0	0	0	0	0	0	0	0	0	14.628	0	0	0	"Judge Dredd (1995)"	1995
174	0	0	0	0	10.146	0	0	0	0	0	0	0	0	0	0	0	0	0	"Jury Duty (1995)"	1995
175	0	0	0	0	0	0	0	18.755	0	0	0	0	0	0	0	0	0	0	"Kids (1995)"	1995
176	0	0	0	0	20.85	0	0	0	0	0	0	0	0	0	0	0	0	0	"Living in Oblivion (1995)"	1995
177	0	0	0	0	0	0	0	0	0	0	13.49	0	0	0	0	0	0	0	"Lord of Illusions (1995)"	1995
178	0	0	0	0	10.227	0	0	0	0	0	0	0	0	0	0	0	0	0	"Love & Human Remains (1993)"	1993
179	0	0	0	0	0	0	0	8.547	0	0	0	0	0	8.547	0	0	0	0	"Mad Love (1995)"	1995
180	0	0	0	0	21.682	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mallrats (1995)"	1995
181	7.312	0	0	7.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Mighty Morphin Power Rangers: The Movie (1995)"	1995
182	0	0	0	0	0	0	0	12.233	0	0	0	0	0	12.233	0	0	0	0	"Moonlight and Valentino (1995)"	1995
183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.727	0	0	"Mute Witness (1994)"	1994
184	0	0	0	0	0	0	0	10.901	0	0	0	0	0	0	0	0	0	0	"Nadja (1994)"	1994
185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.207	18.207	0	0	"Net, The (1995)"	1995
186	0	0	0	0	14.788	0	0	0	0	0	0	0	0	0	0	0	0	0	"Nine Months (1995)"	1995
187	0	0	0	0	15.07	0	0	0	0	0	0	0	0	0	0	0	0	0	"Party Girl (1995)"	1995
188	0	0	0	0	0	0	0	0	0	0	16.901	0	0	0	0	0	0	0	"Prophecy, The (1995)"	1995
189	0	0	0	0	9.207	0	0	0	0	0	0	0	0	0	0	0	0	0	"Reckless (1995)"	1995
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.269	0	0	"Safe (1995)"	1995
191	0	0	0	0	0	0	0	10.65	0	0	0	0	0	0	0	0	0	0	"Scarlet Letter, The (1995)"	1995
192	0	0	0	0	0	0	2.079	0	0	0	0	0	0	0	0	0	0	0	"Show, The (1995)"	1995
193	0	0	0	0	0	0	0	11.034	0	0	0	0	0	0	0	0	0	0	"Showgirls (1995)"	1995
194	0	0	0	0	0	0	0	20.136	0	0	0	0	0	0	0	0	0	0	"Smoke (1995)"	1995
195	0	0	0	0	14.489	0	0	14.489	0	0	0	0	0	14.489	0	0	0	0	"Something to Talk About (1995)"	1995
196	0	0	0	0	0	0	0	0	0	0	17.819	0	0	0	17.819	0	0	0	"Species (1995)"	1995
197	0	0	0	0	0	0	0	8.666	0	0	0	0	0	0	0	0	0	0	"Stars Fell on Henrietta, The (1995)"	1995
198	21.111	0	0	0	0	21.111	0	0	0	0	0	0	0	0	21.111	0	0	0	"Strange Days (1995)"	1995
199	0	0	0	0	0	0	0	18.153	0	0	0	18.153	0	0	0	0	0	0	"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"	1964
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.006	0	0	"Tie That Binds, The (1995)"	1995
201	0	0	0	0	0	0	0	9.218	0	0	0	0	0	0	0	0	0	0	"Three Wishes (1995)"	1995
202	0	0	0	0	0	0	0	8.502	0	0	0	0	0	8.502	0	0	0	0	"Total Eclipse (1995)"	1995
203	0	0	0	0	16.226	0	0	0	0	0	0	0	0	0	0	0	0	0	"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"	1995
204	15.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Under Siege 2: Dark Territory (1995)"	1995
205	0	0	0	0	16.048	0	0	16.048	0	0	0	0	0	0	0	0	0	0	"Unstrung Heroes (1995)"	1995
206	0	0	0	0	0	0	16.178	0	0	0	0	0	0	0	0	0	0	0	"Unzipped (1995)"	1995
207	0	0	0	0	0	0	0	16.878	0	0	0	0	0	16.878	0	0	0	0	"Walk in the Clouds, A (1995)"	1995
208	17.046	17.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Waterworld (1995)"	1995
209	0	0	0	0	0	0	0	9.727	0	0	0	0	0	0	0	0	0	0	"White Man's Burden (1995)"	1995
210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.684	"Wild Bill (1995)"	1995
211	0	0	0	0	0	0	0	12.549	0	0	0	0	0	0	0	0	0	0	"Browning Version, The (1994)"	1994
212	0	0	0	0	5.091	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bushwhacked (1995)"	1995
213	0	0	0	0	0	0	0	19.522	0	0	0	0	0	0	0	0	0	0	"Burnt By the Sun (Utomlyonnye solntsem) (1994)"	1994
214	0	0	0	0	0	0	0	14.161	0	0	0	0	0	0	0	0	0	0	"Before the Rain (Pred dozhdot) (1994)"	1994
215	0	0	0	0	0	0	0	19.315	0	0	0	0	0	19.315	0	0	0	0	"Before Sunrise (1995)"	1995
216	0	0	0	0	18.691	0	0	0	0	0	0	0	0	0	0	0	0	0	"Billy Madison (1995)"	1995
217	0	0	0	0	0	0	0	10.917	0	0	0	0	0	0	0	10.917	0	0	"Babysitter, The (1995)"	1995
218	0	0	0	0	16.494	0	0	16.494	0	0	0	0	0	0	0	0	0	0	"Boys on the Side (1995)"	1995
219	0	0	0	0	0	0	0	9.836	0	0	0	0	0	0	0	0	0	0	"Cure, The (1995)"	1995
220	0	0	0	0	0	0	0	0	0	0	6.068	0	0	0	0	0	0	0	"Castle Freak (1995)"	1995
222	0	0	0	0	0	0	0	20.558	0	0	0	0	0	20.558	0	0	0	0	"Circle of Friends (1995)"	1995
223	0	0	0	0	28.628	0	0	0	0	0	0	0	0	0	0	0	0	0	"Clerks (1994)"	1994
224	0	0	0	0	20.197	0	0	20.197	0	0	0	0	0	20.197	0	0	0	0	"Don Juan DeMarco (1995)"	1995
225	0	0	0	0	0	0	0	17.569	0	0	0	0	0	0	0	17.569	0	0	"Disclosure (1994)"	1994
226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Dream Man (1995)"	1995
227	12.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Drop Zone (1994)"	1994
228	0	0	0	0	5.525	0	0	0	0	0	0	0	0	0	0	0	0	0	"Destiny Turns on the Radio (1995)"	1995
229	0	0	0	0	0	0	0	16.387	0	0	0	0	0	0	0	16.387	0	0	"Death and the Maiden (1994)"	1994
230	0	0	0	0	0	0	0	20.217	0	0	0	0	0	0	0	20.217	0	0	"Dolores Claiborne (1994)"	1994
231	0	0	0	0	20.722	0	0	0	0	0	0	0	0	0	0	0	0	0	"Dumb & Dumber (1994)"	1994
232	0	0	0	0	23.822	0	0	23.822	0	0	0	0	0	0	0	0	0	0	"Eat Drink Man Woman (1994)"	1994
233	0	0	0	0	0	0	0	19.727	0	0	0	0	0	0	0	0	0	0	"Exotica (1994)"	1994
